answer_entropy,answer_stability,consensus,cumulative_output_tokens,future_answer_change,future_correctness_change,future_recovery,future_regression,invalid_extraction_rate,prefix,question_index,unique_answers,vote_margin
-0.0,14,1.0,3775,0,0,0,0,0.0,14,5,1,1.0
-0.0,15,1.0,4076,0,0,0,0,0.0,15,5,1,1.0
-0.0,1,1.0,386,0,0,0,0,0.0,1,6,1,1.0
-0.0,2,1.0,814,0,0,0,0,0.0,2,6,1,1.0
-0.0,3,1.0,1231,0,0,0,0,0.0,3,6,1,1.0
-0.0,4,1.0,1629,0,0,0,0,0.0,4,6,1,1.0
-0.0,5,1.0,1987,0,0,0,0,0.0,5,6,1,1.0
-0.0,6,1.0,3011,0,0,0,0,0.0,6,6,1,1.0
-0.0,7,1.0,3556,0,0,0,0,0.0,7,6,1,1.0
-0.0,8,1.0,3940,0,0,0,0,0.0,8,6,1,1.0
-0.0,9,1.0,4375,0,0,0,0,0.0,9,6,1,1.0
-0.0,10,1.0,4812,0,0,0,0,0.0,10,6,1,1.0
-0.0,11,1.0,5226,0,0,0,0,0.0,11,6,1,1.0
-0.0,12,1.0,5639,0,0,0,0,0.0,12,6,1,1.0
-0.0,13,1.0,6000,0,0,0,0,0.0,13,6,1,1.0
-0.0,14,1.0,6407,0,0,0,0,0.0,14,6,1,1.0
-0.0,15,1.0,6859,0,0,0,0,0.0,15,6,1,1.0
-0.0,1,1.0,756,1,1,1,0,0.0,1,7,1,1.0
0.6931471805599453,2,0.5,1780,1,1,1,0,0.0,2,7,2,0.0
1.0986122886681096,3,0.3333333333333333,2505,1,1,1,0,0.0,3,7,3,0.0
1.3862943611198906,4,0.25,3075,1,1,1,0,0.0,4,7,4,0.0
1.3321790402101223,1,0.4,3608,0,0,0,0,0.0,5,7,4,0.2
1.242453324894,2,0.5,4254,0,0,0,0,0.0,6,7,4,0.3333333333333333
1.4750763110546947,3,0.42857142857142855,4972,0,0,0,0,0.0,7,7,5,0.2857142857142857
1.3862943611198906,4,0.5,5562,0,0,0,0,0.0,8,7,5,0.375
1.303092403761719,5,0.5555555555555556,6064,0,0,0,0,0.0,9,7,5,0.4444444444444444
1.2275294114572126,6,0.6,6635,0,0,0,0,0.0,10,7,5,0.5
1.294545165844896,7,0.5454545454545454,7642,0,0,0,0,0.0,11,7,5,0.36363636363636365
1.2342678660790767,8,0.5833333333333334,8245,0,0,0,0,0.0,12,7,5,0.4166666666666667
1.4105135571148382,9,0.5384615384615384,9069,0,0,0,0,0.0,13,7,6,0.38461538461538464
1.351783994289646,10,0.5714285714285714,9770,0,0,0,0,0.0,14,7,6,0.42857142857142855
1.3792922544726758,11,0.5333333333333333,10553,0,0,0,0,0.0,15,7,6,0.3333333333333333
-0.0,1,1.0,391,0,0,0,0,0.0,1,8,1,1.0
-0.0,2,1.0,847,0,0,0,0,0.0,2,8,1,1.0
-0.0,3,1.0,1309,0,0,0,0,0.0,3,8,1,1.0
-0.0,4,1.0,1784,0,0,0,0,0.0,4,8,1,1.0
-0.0,5,1.0,2174,0,0,0,0,0.0,5,8,1,1.0
-0.0,6,1.0,2542,0,0,0,0,0.0,6,8,1,1.0
-0.0,7,1.0,2938,0,0,0,0,0.0,7,8,1,1.0
-0.0,8,1.0,3293,0,0,0,0,0.0,8,8,1,1.0
-0.0,9,1.0,3830,0,0,0,0,0.0,9,8,1,1.0
-0.0,10,1.0,4211,0,0,0,0,0.0,10,8,1,1.0
-0.0,11,1.0,4664,0,0,0,0,0.0,11,8,1,1.0
-0.0,12,1.0,5142,0,0,0,0,0.0,12,8,1,1.0
-0.0,13,1.0,5537,0,0,0,0,0.0,13,8,1,1.0
-0.0,14,1.0,5937,0,0,0,0,0.0,14,8,1,1.0
-0.0,15,1.0,6297,0,0,0,0,0.0,15,8,1,1.0
-0.0,1,1.0,1024,1,0,0,0,0.0,1,9,1,1.0
0.6931471805599453,2,0.5,2048,1,0,0,0,0.0,2,9,2,0.0
1.0986122886681096,3,0.3333333333333333,2727,1,0,0,0,0.0,3,9,3,0.0
1.0397207708399179,1,0.5,3751,0,0,0,0,0.0,4,9,3,0.25
1.0549201679861442,1,0.4,4490,1,1,0,1,0.0,5,9,3,0.0
1.0549201679861442,2,0.4,5514,1,1,0,1,0.16666666666666666,6,9,3,0.0
1.3296613488547582,3,0.3333333333333333,6538,1,1,0,1,0.14285714285714285,7,9,4,0.0
1.5498260458782016,4,0.2857142857142857,7562,1,1,0,1,0.125,8,9,5,0.0
1.559581156259877,5,0.25,8176,1,1,0,1,0.1111111111111111,9,9,5,0.0
1.5229550675313184,1,0.3333333333333333,8761,1,0,0,0,0.1,10,9,5,0.1111111111111111
1.4708084763221114,2,0.4,9428,1,0,0,0,0.09090909090909091,11,9,5,0.2
1.4708084763221114,3,0.4,10452,1,0,0,0,0.16666666666666666,12,9,5,0.2
1.4681399390162087,4,0.36363636363636365,11192,1,0,0,0,0.15384615384615385,13,9,5,0.09090909090909091
1.4735023850806486,5,0.3333333333333333,11752,1,0,0,0,0.14285714285714285,14,9,5,0.08333333333333333
1.4583192224643482,1,0.3076923076923077,12321,0,0,0,0,0.13333333333333333,15,9,5,0.0
-0.0,1,1.0,367,0,0,0,0,0.0,1,10,1,1.0
-0.0,2,1.0,755,0,0,0,0,0.0,2,10,1,1.0
-0.0,3,1.0,1146,0,0,0,0,0.0,3,10,1,1.0
-0.0,4,1.0,1502,0,0,0,0,0.0,4,10,1,1.0
-0.0,5,1.0,1844,0,0,0,0,0.0,5,10,1,1.0
-0.0,6,1.0,2311,0,0,0,0,0.0,6,10,1,1.0
-0.0,7,1.0,2630,0,0,0,0,0.0,7,10,1,1.0
-0.0,8,1.0,2966,0,0,0,0,0.0,8,10,1,1.0
-0.0,9,1.0,3350,0,0,0,0,0.0,9,10,1,1.0
-0.0,10,1.0,3717,0,0,0,0,0.0,10,10,1,1.0
-0.0,11,1.0,4089,0,0,0,0,0.0,11,10,1,1.0
-0.0,12,1.0,4506,0,0,0,0,0.0,12,10,1,1.0
-0.0,13,1.0,4859,0,0,0,0,0.0,13,10,1,1.0
-0.0,14,1.0,5252,0,0,0,0,0.0,14,10,1,1.0
-0.0,15,1.0,5624,0,0,0,0,0.0,15,10,1,1.0
,0,,1024,1,0,0,0,1.0,1,11,0,
-0.0,1,1.0,1873,0,0,0,0,0.5,2,11,1,1.0
0.6931471805599453,2,0.5,2775,0,0,0,0,0.3333333333333333,3,11,2,0.0
1.0986122886681096,3,0.3333333333333333,3663,0,0,0,0,0.25,4,11,3,0.0
1.3862943611198906,4,0.25,4462,0,0,0,0,0.2,5,11,4,0.0
1.6094379124341005,5,0.2,5249,0,0,0,0,0.16666666666666666,6,11,5,0.0
1.6094379124341005,6,0.2,6273,0,0,0,0,0.2857142857142857,7,11,5,0.0
1.791759469228055,7,0.16666666666666666,7177,0,0,0,0,0.25,8,11,6,0.0
1.791759469228055,8,0.16666666666666666,8201,0,0,0,0,0.3333333333333333,9,11,6,0.0
1.7478680974667573,9,0.2857142857142857,9206,0,0,0,0,0.3,10,11,6,0.14285714285714285
1.732867951399863,10,0.25,10122,0,0,0,0,0.2727272727272727,11,11,6,0.0
1.7351264569629226,11,0.2222222222222222,10978,0,0,0,0,0.25,12,11,6,0.0
1.7351264569629226,12,0.2222222222222222,12002,0,0,0,0,0.3076923076923077,13,11,6,0.0
1.7351264569629226,13,0.2222222222222222,13026,0,0,0,0,0.35714285714285715,14,11,6,0.0
1.8866967846580784,14,0.2,13836,0,0,0,0,0.3333333333333333,15,11,7,0.0
-0.0,1,1.0,561,0,0,0,0,0.0,1,12,1,1.0
-0.0,2,1.0,1010,0,0,0,0,0.0,2,12,1,1.0
0.6365141682948128,3,0.6666666666666666,1517,0,0,0,0,0.0,3,12,2,0.3333333333333333
0.5623351446188083,4,0.75,2139,0,0,0,0,0.0,4,12,2,0.5
0.5004024235381879,5,0.8,2746,0,0,0,0,0.0,5,12,2,0.6
0.45056120886630463,6,0.8333333333333334,3196,0,0,0,0,0.0,6,12,2,0.6666666666666666
0.410116318288409,7,0.8571428571428571,3945,0,0,0,0,0.0,7,12,2,0.7142857142857143
0.37677016125643675,8,0.875,4408,0,0,0,0,0.0,8,12,2,0.75
0.5297061990576545,9,0.7777777777777778,4910,0,0,0,0,0.0,9,12,2,0.5555555555555556
0.5004024235381879,10,0.8,5576,0,0,0,0,0.0,10,12,2,0.6
0.47413931305783735,11,0.8181818181818182,6114,0,0,0,0,0.0,11,12,2,0.6363636363636364
0.45056120886630463,12,0.8333333333333334,6943,0,0,0,0,0.0,12,12,2,0.6666666666666666
0.4293230219306162,13,0.8461538461538461,7967,0,0,0,0,0.0,13,12,2,0.6923076923076923
0.410116318288409,14,0.8571428571428571,8523,0,0,0,0,0.0,14,12,2,0.7142857142857143
0.39267446722755217,15,0.8666666666666667,9093,0,0,0,0,0.0,15,12,2,0.7333333333333333
-0.0,1,1.0,209,0,0,0,0,0.0,1,13,1,1.0
-0.0,2,1.0,479,0,0,0,0,0.0,2,13,1,1.0
-0.0,3,1.0,707,0,0,0,0,0.0,3,13,1,1.0
-0.0,4,1.0,932,0,0,0,0,0.0,4,13,1,1.0
-0.0,5,1.0,1154,0,0,0,0,0.0,5,13,1,1.0
-0.0,6,1.0,1392,0,0,0,0,0.0,6,13,1,1.0
-0.0,7,1.0,1627,0,0,0,0,0.0,7,13,1,1.0
-0.0,8,1.0,1852,0,0,0,0,0.0,8,13,1,1.0
-0.0,9,1.0,2109,0,0,0,0,0.0,9,13,1,1.0
-0.0,10,1.0,2346,0,0,0,0,0.0,10,13,1,1.0
-0.0,11,1.0,2610,0,0,0,0,0.0,11,13,1,1.0
-0.0,12,1.0,2859,0,0,0,0,0.0,12,13,1,1.0
-0.0,13,1.0,3105,0,0,0,0,0.0,13,13,1,1.0
-0.0,14,1.0,4129,0,0,0,0,0.0,14,13,1,1.0
-0.0,15,1.0,4383,0,0,0,0,0.0,15,13,1,1.0
-0.0,1,1.0,310,0,0,0,0,0.0,1,14,1,1.0
0.6931471805599453,2,0.5,709,0,0,0,0,0.0,2,14,2,0.0
0.6365141682948128,3,0.6666666666666666,968,0,0,0,0,0.0,3,14,2,0.3333333333333333
0.5623351446188083,4,0.75,1190,0,0,0,0,0.0,4,14,2,0.5
0.5004024235381879,5,0.8,1448,0,0,0,0,0.0,5,14,2,0.6
0.45056120886630463,6,0.8333333333333334,1680,0,0,0,0,0.0,6,14,2,0.6666666666666666
0.410116318288409,7,0.8571428571428571,1923,0,0,0,0,0.0,7,14,2,0.7142857142857143
0.5623351446188083,8,0.75,2356,0,0,0,0,0.0,8,14,2,0.5
0.5297061990576545,9,0.7777777777777778,2567,0,0,0,0,0.0,9,14,2,0.5555555555555556
0.5004024235381879,10,0.8,2794,0,0,0,0,0.0,10,14,2,0.6
0.47413931305783735,11,0.8181818181818182,3049,0,0,0,0,0.0,11,14,2,0.6363636363636364
0.45056120886630463,12,0.8333333333333334,3297,0,0,0,0,0.0,12,14,2,0.6666666666666666
0.4293230219306162,13,0.8461538461538461,3524,0,0,0,0,0.0,13,14,2,0.6923076923076923
0.410116318288409,14,0.8571428571428571,3768,0,0,0,0,0.0,14,14,2,0.7142857142857143
0.39267446722755217,15,0.8666666666666667,4017,0,0,0,0,0.0,15,14,2,0.7333333333333333
-0.0,1,1.0,672,0,0,0,0,0.0,1,15,1,1.0
-0.0,2,1.0,1326,0,0,0,0,0.0,2,15,1,1.0
-0.0,3,1.0,1869,0,0,0,0,0.0,3,15,1,1.0
-0.0,4,1.0,2350,0,0,0,0,0.0,4,15,1,1.0
-0.0,5,1.0,2931,0,0,0,0,0.0,5,15,1,1.0
-0.0,6,1.0,3572,0,0,0,0,0.0,6,15,1,1.0
-0.0,7,1.0,4175,0,0,0,0,0.0,7,15,1,1.0
-0.0,8,1.0,4833,0,0,0,0,0.0,8,15,1,1.0
-0.0,9,1.0,5439,0,0,0,0,0.0,9,15,1,1.0
-0.0,10,1.0,6165,0,0,0,0,0.0,10,15,1,1.0
-0.0,11,1.0,6742,0,0,0,0,0.0,11,15,1,1.0
-0.0,12,1.0,7467,0,0,0,0,0.0,12,15,1,1.0
-0.0,13,1.0,7981,0,0,0,0,0.0,13,15,1,1.0
0.25731864054383163,14,0.9285714285714286,8861,0,0,0,0,0.0,14,15,2,0.8571428571428571
0.24493002679463532,15,0.9333333333333333,9885,0,0,0,0,0.0,15,15,2,0.8666666666666667
-0.0,1,1.0,250,0,0,0,0,0.0,1,16,1,1.0
-0.0,2,1.0,546,0,0,0,0,0.0,2,16,1,1.0
-0.0,3,1.0,802,0,0,0,0,0.0,3,16,1,1.0
-0.0,4,1.0,1112,0,0,0,0,0.0,4,16,1,1.0
-0.0,5,1.0,1291,0,0,0,0,0.0,5,16,1,1.0
-0.0,6,1.0,1460,0,0,0,0,0.0,6,16,1,1.0
-0.0,7,1.0,1765,0,0,0,0,0.0,7,16,1,1.0
-0.0,8,1.0,2037,0,0,0,0,0.0,8,16,1,1.0
-0.0,9,1.0,2312,0,0,0,0,0.0,9,16,1,1.0
-0.0,10,1.0,2609,0,0,0,0,0.0,10,16,1,1.0
-0.0,11,1.0,2892,0,0,0,0,0.0,11,16,1,1.0
-0.0,12,1.0,3209,0,0,0,0,0.0,12,16,1,1.0
-0.0,13,1.0,3437,0,0,0,0,0.0,13,16,1,1.0
-0.0,14,1.0,3721,0,0,0,0,0.0,14,16,1,1.0
-0.0,15,1.0,3947,0,0,0,0,0.0,15,16,1,1.0
-0.0,1,1.0,628,0,0,0,0,0.0,1,17,1,1.0
0.6931471805599453,2,0.5,1259,0,0,0,0,0.0,2,17,2,0.0
0.6365141682948128,1,0.6666666666666666,1764,1,1,0,1,0.0,3,17,2,0.3333333333333333
0.5623351446188083,2,0.75,2530,1,1,0,1,0.0,4,17,2,0.5
0.6730116670092565,3,0.6,3028,1,1,0,1,0.0,5,17,2,0.2
0.6931471805599453,1,0.5,3633,0,0,0,0,0.0,6,17,2,0.0
1.0042424730540764,2,0.42857142857142855,4248,0,0,0,0,0.0,7,17,3,0.0
1.2554823251787535,3,0.375,4888,0,0,0,0,0.0,8,17,4,0.0
1.2148896539491203,1,0.4444444444444444,5623,1,1,0,1,0.0,9,17,4,0.1111111111111111
1.1935496040981333,1,0.4,6623,0,0,0,0,0.0,10,17,4,0.0
1.3896811919839047,2,0.36363636363636365,7339,0,0,0,0,0.0,11,17,5,0.0
1.5607104090414066,3,0.3333333333333333,8011,0,0,0,0,0.0,12,17,6,0.0
1.5193826646423012,1,0.38461538461538464,8493,1,1,0,1,0.0,13,17,6,0.07692307692307693
1.4894588207337582,1,0.35714285714285715,9517,0,0,0,0,0.0,14,17,6,0.0
1.5426719687381505,2,0.3333333333333333,10113,0,0,0,0,0.0,15,17,6,0.0
-0.0,1,1.0,471,1,1,0,1,0.0,1,18,1,1.0
-0.0,2,1.0,900,1,1,0,1,0.0,2,18,1,1.0
0.6365141682948128,3,0.6666666666666666,1340,1,1,0,1,0.0,3,18,2,0.3333333333333333
0.6931471805599453,4,0.5,1908,1,1,0,1,0.0,4,18,2,0.0
0.6730116670092565,5,0.6,2497,1,1,0,1,0.0,5,18,2,0.2
0.6931471805599453,6,0.5,3044,1,1,0,1,0.0,6,18,2,0.0
0.6829081047004717,1,0.5714285714285714,3402,0,0,0,0,0.0,7,18,2,0.14285714285714285
0.9743147528693494,2,0.5,3893,0,0,0,0,0.0,8,18,3,0.125
0.936888307539016,3,0.5555555555555556,4376,0,0,0,0,0.0,9,18,3,0.2222222222222222
1.0296530140645737,4,0.5,4937,0,0,0,0,0.0,10,18,3,0.2
0.9949236325717752,5,0.5454545454545454,5321,0,0,0,0,0.0,11,18,3,0.2727272727272727
1.0114042647073518,6,0.5,5903,0,0,0,0,0.0,12,18,3,0.16666666666666666
1.0123308391031736,7,0.46153846153846156,6326,0,0,0,0,0.0,13,18,3,0.07692307692307693
1.060944240790747,8,0.42857142857142855,6825,0,0,0,0,0.0,14,18,3,0.07142857142857142
1.0549201679861442,1,0.4,7351,1,1,0,1,0.0,15,18,3,0.0
-0.0,1,1.0,902,0,0,0,0,0.0,1,19,1,1.0
-0.0,2,1.0,1926,0,0,0,0,0.0,2,19,1,1.0
-0.0,3,1.0,2516,0,0,0,0,0.0,3,19,1,1.0
-0.0,4,1.0,2992,0,0,0,0,0.0,4,19,1,1.0
-0.0,5,1.0,3800,0,0,0,0,0.0,5,19,1,1.0
-0.0,6,1.0,4279,0,0,0,0,0.0,6,19,1,1.0
-0.0,7,1.0,4987,0,0,0,0,0.0,7,19,1,1.0
-0.0,8,1.0,5400,0,0,0,0,0.0,8,19,1,1.0
-0.0,9,1.0,5853,0,0,0,0,0.0,9,19,1,1.0
-0.0,10,1.0,6453,0,0,0,0,0.0,10,19,1,1.0
-0.0,11,1.0,6898,0,0,0,0,0.0,11,19,1,1.0
-0.0,12,1.0,7922,0,0,0,0,0.08333333333333333,12,19,1,1.0
-0.0,13,1.0,8477,0,0,0,0,0.07692307692307693,13,19,1,1.0
-0.0,14,1.0,8923,0,0,0,0,0.07142857142857142,14,19,1,1.0
-0.0,15,1.0,9888,0,0,0,0,0.06666666666666667,15,19,1,1.0
-0.0,1,1.0,168,0,0,0,0,0.0,1,20,1,1.0
-0.0,2,1.0,1192,0,0,0,0,0.0,2,20,1,1.0
-0.0,3,1.0,1366,0,0,0,0,0.0,3,20,1,1.0
-0.0,4,1.0,1574,0,0,0,0,0.0,4,20,1,1.0
-0.0,5,1.0,1764,0,0,0,0,0.0,5,20,1,1.0
-0.0,6,1.0,1929,0,0,0,0,0.0,6,20,1,1.0
-0.0,7,1.0,2107,0,0,0,0,0.0,7,20,1,1.0
-0.0,8,1.0,2277,0,0,0,0,0.0,8,20,1,1.0
-0.0,9,1.0,2468,0,0,0,0,0.0,9,20,1,1.0
-0.0,10,1.0,2648,0,0,0,0,0.0,10,20,1,1.0
-0.0,11,1.0,2828,0,0,0,0,0.0,11,20,1,1.0
-0.0,12,1.0,3013,0,0,0,0,0.0,12,20,1,1.0
-0.0,13,1.0,3205,0,0,0,0,0.0,13,20,1,1.0
-0.0,14,1.0,3378,0,0,0,0,0.0,14,20,1,1.0
-0.0,15,1.0,3554,0,0,0,0,0.0,15,20,1,1.0
-0.0,1,1.0,907,1,1,1,0,0.0,1,21,1,1.0
0.6931471805599453,2,0.5,1931,1,1,1,0,0.0,2,21,2,0.0
0.6931471805599453,3,0.5,2955,1,1,1,0,0.3333333333333333,3,21,2,0.0
1.0986122886681096,4,0.3333333333333333,3948,1,1,1,0,0.25,4,21,3,0.0
1.3862943611198906,5,0.25,4700,1,1,1,0,0.2,5,21,4,0.0
1.3321790402101223,1,0.4,5368,0,0,0,0,0.16666666666666666,6,21,4,0.2
1.5607104090414063,2,0.3333333333333333,5822,0,0,0,0,0.14285714285714285,7,21,5,0.16666666666666666
1.7478680974667573,3,0.2857142857142857,6690,0,0,0,0,0.125,8,21,6,0.14285714285714285
1.9061547465398494,4,0.25,7561,0,0,0,0,0.1111111111111111,9,21,7,0.125
2.0431918705451206,5,0.2222222222222222,8249,0,0,0,0,0.1,10,21,8,0.1111111111111111
2.1639556568820564,6,0.2,9200,0,0,0,0,0.09090909090909091,11,21,9,0.1
2.0982737395252498,7,0.2727272727272727,10048,0,0,0,0,0.08333333333333333,12,21,9,0.18181818181818182
2.210253577620973,8,0.25,10851,0,0,0,0,0.07692307692307693,13,21,10,0.16666666666666666
2.311423444691973,9,0.23076923076923078,11854,0,0,0,0,0.07142857142857142,14,21,11,0.15384615384615385
2.311423444691973,10,0.23076923076923078,12878,0,0,0,0,0.13333333333333333,15,21,11,0.15384615384615385
-0.0,1,1.0,590,0,0,0,0,0.0,1,22,1,1.0
-0.0,2,1.0,1239,0,0,0,0,0.0,2,22,1,1.0
-0.0,3,1.0,1887,0,0,0,0,0.0,3,22,1,1.0
-0.0,4,1.0,2676,0,0,0,0,0.0,4,22,1,1.0
-0.0,5,1.0,3303,0,0,0,0,0.0,5,22,1,1.0
0.45056120886630463,6,0.8333333333333334,4204,0,0,0,0,0.0,6,22,2,0.6666666666666666
0.410116318288409,7,0.8571428571428571,4952,0,0,0,0,0.0,7,22,2,0.7142857142857143
0.7356219397587946,8,0.75,5976,0,0,0,0,0.0,8,22,3,0.625
0.6837389058487535,9,0.7777777777777778,6742,0,0,0,0,0.0,9,22,3,0.6666666666666666
0.8018185525433373,10,0.7,7766,0,0,0,0,0.0,10,22,3,0.5
0.7595473914748635,11,0.7272727272727273,8413,0,0,0,0,0.0,11,22,3,0.5454545454545454
0.7214636866925115,12,0.75,9072,0,0,0,0,0.0,12,22,3,0.5833333333333334
0.6870920273799715,13,0.7692307692307693,9791,0,0,0,0,0.0,13,22,3,0.6153846153846154
0.6870920273799715,14,0.7692307692307693,10815,0,0,0,0,0.07142857142857142,14,22,3,0.6153846153846154
0.6559757323365467,15,0.7857142857142857,11560,0,0,0,0,0.06666666666666667,15,22,3,0.6428571428571429
-0.0,1,1.0,564,0,0,0,0,0.0,1,23,1,1.0
-0.0,2,1.0,1100,0,0,0,0,0.0,2,23,1,1.0
-0.0,3,1.0,1812,0,0,0,0,0.0,3,23,1,1.0
-0.0,4,1.0,2464,0,0,0,0,0.0,4,23,1,1.0
-0.0,5,1.0,2992,0,0,0,0,0.0,5,23,1,1.0
