question_index,checkpoint,valid_votes,margin,stop,forced,cumulative_output_tokens
100,2,2,0.0,False,False,1574
100,3,3,0.3333333333333333,False,False,2196
100,4,4,0.5,True,False,2866
101,2,2,0.0,False,False,1795
101,3,3,0.0,False,False,2577
101,4,4,0.25,False,False,3286
101,5,4,0.25,False,False,4310
101,6,4,0.25,False,False,5334
101,7,5,0.2,False,False,6139
101,8,6,0.0,False,False,6838
101,9,6,0.0,False,False,7862
101,10,6,0.0,False,False,8886
101,11,7,0.0,False,False,9833
101,12,8,0.0,False,False,10657
101,13,8,0.0,False,False,11681
101,14,8,0.0,False,False,12705
101,15,8,0.0,False,False,13729
101,16,8,0.0,True,True,14753
102,2,2,1.0,True,False,716
103,2,1,1.0,True,False,1960
104,2,1,1.0,True,False,1904
105,2,2,0.0,False,False,666
105,3,3,0.0,False,False,911
105,4,4,0.0,False,False,1162
105,5,5,0.0,False,False,1466
105,6,6,0.0,False,False,1759
105,7,7,0.14285714285714285,False,False,2014
105,8,8,0.0,False,False,2346
105,9,9,0.1111111111111111,False,False,2799
105,10,10,0.1,False,False,3186
105,11,11,0.18181818181818182,False,False,3452
105,12,12,0.25,False,False,3800
105,13,13,0.23076923076923078,False,False,4321
105,14,13,0.23076923076923078,False,False,5345
105,15,14,0.21428571428571427,False,False,5591
105,16,15,0.2,True,True,5924
106,2,2,1.0,True,False,645
107,2,2,1.0,True,False,886
108,2,2,1.0,True,False,1592
109,2,1,1.0,True,False,1755
110,2,1,1.0,True,False,2039
111,2,2,1.0,True,False,929
112,2,2,1.0,True,False,1041
113,2,2,1.0,True,False,635
114,2,2,1.0,True,False,1329
115,2,2,0.0,False,False,743
115,3,3,0.0,False,False,1172
115,4,4,0.0,False,False,1814
115,5,5,0.0,False,False,2349
115,6,6,0.16666666666666666,False,False,2749
115,7,7,0.14285714285714285,False,False,3411
115,8,8,0.25,False,False,3941
115,9,9,0.2222222222222222,False,False,4267
115,10,10,0.1,False,False,4600
115,11,11,0.09090909090909091,False,False,5206
115,12,12,0.16666666666666666,False,False,5684
115,13,13,0.15384615384615385,False,False,6099
115,14,14,0.14285714285714285,False,False,6636
115,15,15,0.2,False,False,7098
115,16,16,0.25,True,True,7644
116,2,2,1.0,True,False,576
117,2,2,1.0,True,False,679
118,2,1,1.0,True,False,1812
119,2,2,1.0,True,False,803
120,2,2,0.0,False,False,980
120,3,3,0.3333333333333333,False,False,1536
120,4,4,0.0,False,False,2066
120,5,5,0.2,False,False,2698
120,6,6,0.3333333333333333,False,False,3278
120,7,7,0.42857142857142855,False,False,3877
120,8,8,0.25,False,False,4410
120,9,9,0.1111111111111111,False,False,5106
120,10,10,0.2,False,False,6130
120,11,11,0.2727272727272727,False,False,7154
120,12,12,0.3333333333333333,False,False,7717
120,13,13,0.23076923076923078,False,False,8062
120,14,14,0.2857142857142857,False,False,8653
120,15,15,0.2,False,False,9144
120,16,16,0.25,True,True,9813
121,2,2,1.0,True,False,600
122,2,2,1.0,True,False,700
123,2,1,1.0,True,False,1911
124,2,2,1.0,True,False,1531
125,2,2,1.0,True,False,657
126,2,1,1.0,True,False,1759
127,2,2,1.0,True,False,792
128,2,2,1.0,True,False,404
129,2,2,0.0,False,False,1567
129,3,3,0.3333333333333333,False,False,2443
129,4,4,0.25,False,False,3166
129,5,5,0.2,False,False,3912
129,6,6,0.0,False,False,4418
129,7,7,0.0,False,False,5103
129,8,8,0.125,False,False,6127
129,9,9,0.1111111111111111,False,False,6942
129,10,10,0.1,False,False,7598
129,11,11,0.0,False,False,8094
129,12,12,0.0,False,False,8766
129,13,13,0.07692307692307693,False,False,9476
129,14,14,0.14285714285714285,False,False,10260
129,15,15,0.13333333333333333,False,False,11078
129,16,16,0.0625,True,True,11984
130,2,2,1.0,True,False,860
131,2,2,1.0,True,False,1255
132,2,2,1.0,True,False,573
133,2,2,1.0,True,False,769
134,2,2,1.0,True,False,1222
135,2,2,1.0,True,False,877
136,2,1,1.0,True,False,1979
137,2,2,1.0,True,False,1088
138,2,2,0.0,False,False,1399
138,3,3,0.3333333333333333,False,False,2103
138,4,3,0.3333333333333333,False,False,3127
138,5,4,0.5,True,False,3609
139,2,1,1.0,True,False,1652
140,2,2,1.0,True,False,1015
141,2,2,0.0,False,False,475
141,3,3,0.3333333333333333,False,False,656
141,4,4,0.5,True,False,918
142,2,2,1.0,True,False,931
143,2,2,1.0,True,False,1400
144,2,2,1.0,True,False,478
145,2,2,1.0,True,False,1440
146,2,2,1.0,True,False,668
147,2,1,1.0,True,False,1779
148,2,2,1.0,True,False,622
149,2,2,0.0,False,False,1569
149,3,3,0.3333333333333333,False,False,2332
149,4,4,0.5,True,False,2993
150,2,0,,False,False,2048
150,3,0,,False,False,3072
150,4,0,,False,False,4096
150,5,0,,False,False,5120
150,6,1,1.0,True,False,5827
151,2,2,0.0,False,False,1255
151,3,3,0.3333333333333333,False,False,1722
151,4,4,0.25,False,False,2632
151,5,5,0.4,False,False,3572
151,6,6,0.3333333333333333,False,False,4011
151,7,7,0.14285714285714285,False,False,4673
151,8,8,0.25,False,False,5448
151,9,9,0.3333333333333333,False,False,5860
151,10,10,0.2,False,False,6341
151,11,11,0.2727272727272727,False,False,6821
151,12,12,0.3333333333333333,False,False,7577
151,13,13,0.38461538461538464,False,False,8192
151,14,13,0.38461538461538464,False,False,9216
151,15,14,0.42857142857142855,False,False,10146
151,16,15,0.4666666666666667,True,True,10753
152,2,2,0.0,False,False,1246
152,3,3,0.0,False,False,1761
152,4,4,0.0,False,False,2519
152,5,5,0.0,False,False,3543
152,6,6,0.16666666666666666,False,False,4059
152,7,7,0.0,False,False,4883
152,8,8,0.0,False,False,5907
152,9,9,0.1111111111111111,False,False,6780
152,10,10,0.0,False,False,7291
152,11,11,0.09090909090909091,False,False,7880
152,12,12,0.08333333333333333,False,False,8511
152,13,13,0.0,False,False,9124
152,14,14,0.07142857142857142,False,False,9693
152,15,14,0.07142857142857142,False,False,10717
152,16,15,0.06666666666666667,True,True,11741
153,2,2,1.0,True,False,914
154,2,2,0.0,False,False,857
154,3,3,0.0,False,False,1405
154,4,4,0.0,False,False,1828
154,5,5,0.0,False,False,2541
154,6,6,0.16666666666666666,False,False,2960
154,7,7,0.0,False,False,3393
154,8,8,0.0,False,False,3902
154,9,9,0.0,False,False,4291
154,10,10,0.0,False,False,4821
154,11,11,0.09090909090909091,False,False,5219
154,12,12,0.16666666666666666,False,False,5654
154,13,13,0.15384615384615385,False,False,6448
154,14,14,0.07142857142857142,False,False,6804
154,15,15,0.0,False,False,7436
154,16,16,0.0,True,True,8035
155,2,2,1.0,True,False,852
156,2,1,1.0,True,False,2048
157,2,2,1.0,True,False,678
158,2,2,1.0,True,False,1534
159,2,2,1.0,True,False,806
160,2,2,0.0,False,False,1049
160,3,3,0.3333333333333333,False,False,1411
160,4,4,0.5,True,False,1868
161,2,2,1.0,True,False,1210
162,2,2,1.0,True,False,1656
163,2,2,1.0,True,False,907
164,2,1,1.0,True,False,1800
165,2,2,0.0,False,False,682
165,3,3,0.3333333333333333,False,False,1090
165,4,4,0.5,True,False,1404
166,2,2,1.0,True,False,1461
167,2,2,1.0,True,False,463
168,2,2,0.0,False,False,2048
168,3,3,0.0,False,False,3072
168,4,4,0.0,False,False,3748
168,5,5,0.2,False,False,4772
168,6,6,0.0,False,False,5366
168,7,7,0.0,False,False,6102
168,8,8,0.125,False,False,6635
168,9,9,0.1111111111111111,False,False,7659
168,10,10,0.1,False,False,8362
168,11,10,0.1,False,False,9386
168,12,11,0.09090909090909091,False,False,10271
168,13,12,0.0,False,False,10994
168,14,12,0.0,False,False,12018
168,15,13,0.0,False,False,12820
168,16,14,0.0,True,True,13844
169,2,2,1.0,True,False,676
170,2,1,1.0,True,False,1947
171,2,2,1.0,True,False,782
172,2,2,1.0,True,False,829
173,2,2,1.0,True,False,1485
174,2,2,1.0,True,False,914
175,2,2,1.0,True,False,1816
176,2,2,0.0,False,False,779
176,3,3,0.0,False,False,1658
176,4,4,0.25,False,False,1861
176,5,5,0.4,False,False,2034
176,6,6,0.5,True,False,2313
177,2,2,1.0,True,False,448
178,2,2,1.0,True,False,464
179,2,1,1.0,True,False,1891
180,2,2,0.0,False,False,1337
180,3,3,0.3333333333333333,False,False,1642
180,4,4,0.5,True,False,1987
181,2,2,1.0,True,False,791
182,2,2,1.0,True,False,479
183,2,2,1.0,True,False,1430
184,2,2,0.0,False,False,1800
184,3,3,0.0,False,False,2542
184,4,4,0.0,False,False,3444
184,5,5,0.2,False,False,4468
184,6,6,0.0,False,False,5287
184,7,7,0.0,False,False,6106
184,8,8,0.125,False,False,6818
184,9,9,0.2222222222222222,False,False,7840
184,10,10,0.1,False,False,8596
184,11,11,0.0,False,False,9418
184,12,12,0.08333333333333333,False,False,10096
184,13,13,0.15384615384615385,False,False,11039
184,14,13,0.15384615384615385,False,False,12063
184,15,14,0.21428571428571427,False,False,12854
184,16,15,0.26666666666666666,True,True,13647
185,2,2,1.0,True,False,553
186,2,2,1.0,True,False,1287
187,2,2,1.0,True,False,791
188,2,0,,False,False,2048
188,3,0,,False,False,3072
188,4,1,1.0,True,False,3844
189,2,2,0.0,False,False,2048
189,3,2,0.0,False,False,3072
189,4,3,0.0,False,False,4096
189,5,4,0.25,False,False,5014
189,6,5,0.0,False,False,6038
189,7,5,0.0,False,False,7062
189,8,5,0.0,False,False,8086
189,9,6,0.16666666666666666,False,False,9106
189,10,7,0.14285714285714285,False,False,10130
189,11,7,0.14285714285714285,False,False,11154
189,12,8,0.125,False,False,12178
189,13,9,0.1111111111111111,False,False,13202
189,14,9,0.1111111111111111,False,False,14226
189,15,10,0.1,False,False,15121
189,16,11,0.0,True,True,15857
190,2,2,0.0,False,False,1492
190,3,3,0.0,False,False,2516
190,4,4,0.25,False,False,2915
190,5,5,0.0,False,False,3412
190,6,6,0.16666666666666666,False,False,4017
190,7,7,0.2857142857142857,False,False,5041
190,8,8,0.25,False,False,5460
190,9,9,0.2222222222222222,False,False,5789
190,10,10,0.2,False,False,6245
190,11,11,0.2727272727272727,False,False,6626
190,12,12,0.25,False,False,6916
190,13,13,0.23076923076923078,False,False,7475
190,14,14,0.2857142857142857,False,False,7960
190,15,15,0.2,False,False,8344
190,16,16,0.125,True,True,8635
191,2,2,1.0,True,False,537
192,2,2,1.0,True,False,820
193,2,2,1.0,True,False,711
194,2,2,0.0,False,False,1255
194,3,3,0.3333333333333333,False,False,1954
194,4,4,0.5,True,False,2856
195,2,2,1.0,True,False,640
196,2,2,1.0,True,False,519
197,2,2,1.0,True,False,1403
198,2,2,1.0,True,False,783
199,2,2,1.0,True,False,616
200,2,2,1.0,True,False,703
201,2,2,1.0,True,False,1410
202,2,2,1.0,True,False,1161
203,2,2,1.0,True,False,1137
204,2,2,1.0,True,False,1291
205,2,2,1.0,True,False,2027
206,2,2,1.0,True,False,807
207,2,2,1.0,True,False,714
208,2,2,1.0,True,False,748
209,2,2,1.0,True,False,901
210,2,2,0.0,False,False,829
210,3,3,0.3333333333333333,False,False,1465
210,4,4,0.5,True,False,1929
211,2,2,1.0,True,False,1299
212,2,2,1.0,True,False,896
213,2,2,1.0,True,False,1209
214,2,2,0.0,False,False,1052
214,3,3,0.0,False,False,1584
214,4,4,0.25,False,False,2214
214,5,5,0.2,False,False,2766
214,6,6,0.16666666666666666,False,False,3344
214,7,7,0.2857142857142857,False,False,3899
214,8,8,0.375,False,False,4369
214,9,9,0.2222222222222222,False,False,4938
214,10,10,0.2,False,False,5551
214,11,11,0.2727272727272727,False,False,6061
214,12,12,0.16666666666666666,False,False,6643
214,13,13,0.23076923076923078,False,False,7197
214,14,14,0.14285714285714285,False,False,7750
214,15,15,0.13333333333333333,False,False,8478
214,16,16,0.1875,True,True,9007
215,2,2,1.0,True,False,700
216,2,2,0.0,False,False,796
216,3,3,0.3333333333333333,False,False,1282
216,4,4,0.5,True,False,1666
217,2,1,1.0,True,False,1530
218,2,2,1.0,True,False,766
219,2,2,0.0,False,False,1179
219,3,3,0.0,False,False,1758
219,4,4,0.25,False,False,2370
219,5,5,0.2,False,False,2846
219,6,6,0.3333333333333333,False,False,3449
219,7,7,0.2857142857142857,False,False,3802
219,8,8,0.25,False,False,4398
219,9,9,0.3333333333333333,False,False,5205
219,10,10,0.3,False,False,6105
219,11,11,0.36363636363636365,False,False,6669
219,12,12,0.3333333333333333,False,False,7515
219,13,13,0.3076923076923077,False,False,8292
219,14,14,0.21428571428571427,False,False,8879
219,15,15,0.2,False,False,9356
219,16,16,0.1875,True,True,9900
220,2,2,1.0,True,False,1359
221,2,2,1.0,True,False,962
222,2,2,0.0,False,False,1276
222,3,3,0.0,False,False,1902
222,4,4,0.25,False,False,2361
222,5,5,0.0,False,False,2873
222,6,6,0.16666666666666666,False,False,3383
222,7,7,0.0,False,False,3789
222,8,8,0.125,False,False,4188
222,9,9,0.1111111111111111,False,False,4674
222,10,10,0.2,False,False,5117
222,11,11,0.18181818181818182,False,False,5653
222,12,12,0.08333333333333333,False,False,6110
222,13,13,0.15384615384615385,False,False,6679
222,14,14,0.21428571428571427,False,False,7120
222,15,15,0.2,False,False,7689
222,16,16,0.25,True,True,8127
223,2,2,0.0,False,False,719
223,3,3,0.3333333333333333,False,False,1073
223,4,4,0.25,False,False,1510
223,5,5,0.4,False,False,1900
223,6,6,0.3333333333333333,False,False,2288
223,7,7,0.2857142857142857,False,False,2637
223,8,8,0.125,False,False,3071
223,9,9,0.2222222222222222,False,False,3412
223,10,10,0.2,False,False,3917
223,11,11,0.2727272727272727,False,False,4363
223,12,12,0.3333333333333333,False,False,4764
223,13,13,0.38461538461538464,False,False,5088
223,14,14,0.42857142857142855,False,False,5463
223,15,15,0.4666666666666667,False,False,5804
223,16,16,0.4375,True,True,6261
224,2,2,0.0,False,False,1304
224,3,3,0.3333333333333333,False,False,2259
224,4,4,0.5,True,False,2965
225,2,2,1.0,True,False,594
226,2,2,1.0,True,False,629
227,2,2,1.0,True,False,566
228,2,1,1.0,True,False,2048
229,2,2,1.0,True,False,485
230,2,2,0.0,False,False,1691
230,3,3,0.3333333333333333,False,False,2516
230,4,4,0.5,True,False,3257
231,2,2,1.0,True,False,1684
232,2,2,1.0,True,False,1894
233,2,2,1.0,True,False,985
234,2,2,0.0,False,False,900
234,3,3,0.3333333333333333,False,False,1370
234,4,4,0.5,True,False,1874
235,2,2,1.0,True,False,1344
236,2,2,0.0,False,False,1063
236,3,3,0.3333333333333333,False,False,1796
236,4,4,0.25,False,False,2486
236,5,5,0.2,False,False,3199
236,6,6,0.0,False,False,4038
236,7,7,0.14285714285714285,False,False,4856
236,8,8,0.0,False,False,5525
236,9,8,0.0,False,False,6549
236,10,8,0.0,False,False,7573
236,11,9,0.1111111111111111,False,False,8407
236,12,10,0.1,False,False,8801
236,13,11,0.09090909090909091,False,False,9536
236,14,12,0.08333333333333333,False,False,10242
236,15,13,0.15384615384615385,False,False,10994
236,16,14,0.21428571428571427,True,True,11570
237,2,2,1.0,True,False,965
238,2,2,1.0,True,False,871
239,2,0,,False,False,2048
239,3,0,,False,False,3072
239,4,0,,False,False,4096
239,5,0,,False,False,5120
239,6,0,,False,False,6144
239,7,0,,False,False,7168
239,8,0,,False,False,8192
239,9,0,,False,False,9216
239,10,0,,False,False,10240
239,11,0,,False,False,11264
239,12,0,,False,False,12288
239,13,0,,False,False,13312
239,14,0,,False,False,14336
239,15,0,,False,False,15360
239,16,0,,True,True,16384
240,2,2,0.0,False,False,894
240,3,3,0.0,False,False,1443
240,4,4,0.0,False,False,2168
240,5,5,0.0,False,False,2710
240,6,6,0.16666666666666666,False,False,3024
240,7,7,0.14285714285714285,False,False,3428
240,8,8,0.0,False,False,4046
240,9,9,0.1111111111111111,False,False,4438
240,10,10,0.1,False,False,4756
240,11,11,0.0,False,False,5154
240,12,12,0.0,False,False,5513
240,13,13,0.0,False,False,6059
240,14,14,0.07142857142857142,False,False,6287
240,15,15,0.13333333333333333,False,False,6725
240,16,16,0.1875,True,True,7365
241,2,2,1.0,True,False,1605
242,2,2,1.0,True,False,834
243,2,2,1.0,True,False,563
244,2,2,0.0,False,False,1762
244,3,3,0.3333333333333333,False,False,2575
244,4,4,0.5,True,False,3492
245,2,1,1.0,True,False,2029
246,2,2,1.0,True,False,588
247,2,2,1.0,True,False,983
248,2,0,,False,False,2048
248,3,0,,False,False,3072
248,4,0,,False,False,4096
248,5,0,,False,False,5120
248,6,0,,False,False,6144
248,7,0,,False,False,7168
248,8,0,,False,False,8192
248,9,0,,False,False,9216
248,10,0,,False,False,10240
248,11,0,,False,False,11264
248,12,0,,False,False,12288
248,13,0,,False,False,13312
248,14,0,,False,False,14336
248,15,0,,False,False,15360
248,16,0,,True,True,16384
249,2,2,1.0,True,False,1666
250,2,2,1.0,True,False,1147
251,2,2,1.0,True,False,1020
252,2,2,1.0,True,False,1069
253,2,2,1.0,True,False,432
254,2,2,1.0,True,False,797
255,2,2,1.0,True,False,698
256,2,2,1.0,True,False,784
257,2,2,1.0,True,False,798
258,2,2,1.0,True,False,1080
259,2,2,1.0,True,False,541
260,2,2,1.0,True,False,1270
261,2,2,1.0,True,False,753
262,2,2,1.0,True,False,466
263,2,2,1.0,True,False,790
264,2,2,0.0,False,False,906
264,3,3,0.0,False,False,1930
264,4,4,0.25,False,False,2529
264,5,5,0.2,False,False,3049
264,6,6,0.16666666666666666,False,False,3868
264,7,7,0.14285714285714285,False,False,4282
264,8,8,0.125,False,False,4732
264,9,9,0.0,False,False,5185
264,10,10,0.1,False,False,5583
264,11,11,0.0,False,False,6091
264,12,12,0.0,False,False,6774
264,13,13,0.07692307692307693,False,False,7194
264,14,14,0.07142857142857142,False,False,7695
264,15,15,0.06666666666666667,False,False,8382
264,16,16,0.0,True,True,8920
265,2,2,1.0,True,False,446
266,2,2,1.0,True,False,860
267,2,2,1.0,True,False,1065
268,2,2,1.0,True,False,555
269,2,2,1.0,True,False,735
270,2,2,1.0,True,False,709
271,2,2,1.0,True,False,1486
272,2,2,1.0,True,False,1439
273,2,2,1.0,True,False,761
274,2,2,0.0,False,False,565
274,3,3,0.3333333333333333,False,False,914
274,4,4,0.5,True,False,1257
275,2,2,1.0,True,False,569
276,2,2,1.0,True,False,942
277,2,2,1.0,True,False,668
278,2,2,1.0,True,False,831
279,2,2,1.0,True,False,992
280,2,2,1.0,True,False,641
281,2,2,0.0,False,False,989
281,3,3,0.3333333333333333,False,False,1637
281,4,4,0.5,True,False,2109
282,2,2,1.0,True,False,731
283,2,2,1.0,True,False,827
284,2,2,0.0,False,False,1166
284,3,3,0.3333333333333333,False,False,1494
284,4,4,0.0,False,False,2212
284,5,5,0.2,False,False,3054
284,6,6,0.0,False,False,3388
284,7,7,0.14285714285714285,False,False,4059
284,8,8,0.125,False,False,4392
284,9,9,0.1111111111111111,False,False,4662
284,10,10,0.0,False,False,5172
284,11,11,0.09090909090909091,False,False,5873
284,12,12,0.16666666666666666,False,False,6557
284,13,12,0.16666666666666666,False,False,7581
284,14,13,0.07692307692307693,False,False,7966
284,15,14,0.07142857142857142,False,False,8409
284,16,15,0.06666666666666667,True,True,8651
285,2,2,0.0,False,False,1553
285,3,2,0.0,False,False,2577
285,4,2,0.0,False,False,3601
285,5,2,0.0,False,False,4625
285,6,2,0.0,False,False,5649
285,7,2,0.0,False,False,6673
285,8,2,0.0,False,False,7697
285,9,3,0.0,False,False,8514
285,10,3,0.0,False,False,9538
285,11,3,0.0,False,False,10562
285,12,3,0.0,False,False,11586
285,13,3,0.0,False,False,12610
285,14,3,0.0,False,False,13634
285,15,4,0.0,False,False,14609
285,16,4,0.0,True,True,15633
286,2,2,0.0,False,False,1444
286,3,2,0.0,False,False,2468
286,4,3,0.0,False,False,3320
286,5,4,0.0,False,False,4037
286,6,5,0.0,False,False,4890
286,7,6,0.16666666666666666,False,False,5873
286,8,7,0.2857142857142857,False,False,6596
286,9,8,0.375,False,False,7620
286,10,9,0.3333333333333333,False,False,8430
286,11,9,0.3333333333333333,False,False,9454
286,12,9,0.3333333333333333,False,False,10478
286,13,10,0.2,False,False,11487
286,14,10,0.2,False,False,12511
286,15,11,0.2727272727272727,False,False,13258
286,16,11,0.2727272727272727,True,True,14282
287,2,2,1.0,True,False,993
288,2,0,,False,False,2048
288,3,1,1.0,True,False,2786
289,2,2,1.0,True,False,1068
290,2,2,1.0,True,False,2028
